ID	éÌóﬁ	ã¥ñº	ÉtÉäÉKÉi	òHê¸ñº	ãÊï™	ä«óùé“ñº	ä«óùéññ±èäñº	ìsìπï{åßñº	ésí¨ë∫ñº	à‹ìx	åoìx	âÀê›îNìx	ã¥í∑ÅiÇçÅj	ïùàıÅiÇçÅj	ì_åüé¿é{îNìx	îªíËãÊï™	ë[íuèÓïÒ	errorCode	MatchingLon	MatchingLat	MatchingDistance	WayDistanceOfDetour	DetouredRouteInWkt
11	ìπòHã¥	çríJã¥	(±◊‘ ﬁº)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.42058	140.16188	1968	10.5	4.5	2019îNìx		ë[íuñ¢íÖéË	2					
12	ìπòHã¥	ëÂàÈã¥	(µµ≤ø ﬁº)		çë	ñkäCìπäJî≠ã«	îüäŸäJî≠åöê›ïî	ñkäCìπ	èºëOí¨	41.4246	140.09481	1978	340.0	13.5	2016îNìx		ë[íuíÖéËçœÇ›	1	140.09481022	41.42459095	1.00542	633.43029	LINESTRING(140.094810 41.424591,140.095409 41.424605,140.095989 41.424659,140.095989 41.424659,140.096067 41.424667,140.096067 41.424667,140.095965 41.425084,140.095965 41.425084,140.095879 41.425435,140.095879 41.425435,140.094933 41.425316,140.094933 41.425316,140.094835 41.425305,140.094835 41.425305,140.093829 41.425195,140.093488 41.425171,140.092940 41.425153,140.092940 41.425153,140.092486 41.425138,140.092486 41.425138,140.092406 41.425139,140.092406 41.425139,140.091933 41.425147,140.091585 41.425169,140.091585 41.425169,140.091471 41.424988,140.091362 41.424947,140.090848 41.424621,140.090848 41.424621,140.091637 41.424617,140.091637 41.424617,140.094792 41.424591,140.094810 41.424591)
13	ìπòHã¥	èºâYã¥	(œ¬≥◊ ﬁº)		çë	ñkäCìπäJî≠ã«	îüäŸäJî≠åöê›ïî	ñkäCìπ	ïüìáí¨	41.425	140.22056	1969	13.5	10.8	2016îNìx		ë[íuíÖéËçœÇ›	1	140.22058779	41.4249896	2.59413	197.76761	LINESTRING(140.220588 41.424990,140.220681 41.425239,140.220681 41.425239,140.220758 41.425362,140.220758 41.425362,140.220673 41.425358,140.220517 41.425337,140.220417 41.425270,140.220417 41.425270,140.220402 41.425129,140.220402 41.425129,140.220386 41.425029,140.220386 41.425029,140.220386 41.424940,140.220408 41.424777,140.220434 41.424671,140.220480 41.424616,140.220574 41.424540,140.220574 41.424540,140.220555 41.424791,140.220587 41.424988,140.220587 41.424988,140.220588 41.424990)
14	ìπòHã¥	èºâYã¥	(œ¬≥◊ º)		ésãÊí¨ë∫	ïüìáí¨	ïüìáí¨	ñkäCìπ	ïüìáí¨	41.42509	140.22041	2010	5.5	3.5	2016îNìx		ë[íuïsóv	1	140.2203963	41.42509219	1.17055	205.76761	LINESTRING(140.220396 41.425092,140.220386 41.425029,140.220386 41.425029,140.220386 41.424940,140.220408 41.424777,140.220434 41.424671,140.220480 41.424616,140.220574 41.424540,140.220574 41.424540,140.220555 41.424791,140.220587 41.424988,140.220587 41.424988,140.220681 41.425239,140.220681 41.425239,140.220758 41.425362,140.220758 41.425362,140.220673 41.425358,140.220517 41.425337,140.220417 41.425270,140.220417 41.425270,140.220402 41.425129,140.220402 41.425129,140.220396 41.425092)
15	ìπòHã¥	üCÇÃâ∫ã¥	(À¬…º¿ ﬁº)		çë	ñkäCìπäJî≠ã«	îüäŸäJî≠åöê›ïî	ñkäCìπ	èºëOí¨	41.42542	140.15402	1972	13.0	8.5	2018îNìx		ë[íuñ¢íÖéË	1	140.15402673	41.42546684	5.23263	4179.69112	LINESTRING(140.154027 41.425467,140.154082 41.425459,140.154082 41.425459,140.154193 41.425437,140.154193 41.425437,140.154234 41.425576,140.154241 41.425766,140.154278 41.425912,140.154407 41.426055,140.154479 41.426104,140.154529 41.426144,140.154752 41.426319,140.155014 41.426520,140.155229 41.426663,140.155295 41.426736,140.155358 41.426937,140.155385 41.427148,140.155387 41.427481,140.155430 41.427783,140.155540 41.428090,140.155540 41.428090,140.155570 41.428182,140.155579 41.428357,140.155534 41.428515,140.155457 41.428673,140.155322 41.428855,140.155221 41.429018,140.155180 41.429121,140.155152 41.429222,140.155105 41.429394,140.155033 41.429555,140.154992 41.429614,140.154926 41.429682,140.154871 41.429726,140.154871 41.429726,140.154840 41.429751,140.154790 41.429810,140.154718 41.429918,140.154692 41.430006,140.154692 41.430075,140.154725 41.430124,140.154806 41.430184,140.154887 41.430265,140.154997 41.430418,140.155030 41.430520,140.155033 41.430640,140.154993 41.430746,140.154927 41.430805,140.154735 41.430926,140.154657 41.431000,140.154632 41.431065,140.154640 41.431130,140.154708 41.431215,140.154815 41.431323,140.154877 41.431388,140.154887 41.431475,140.154927 41.431653,140.154932 41.431855,140.154832 41.432020,140.154820 41.432070,140.154830 41.432143,140.154885 41.432212,140.154985 41.432290,140.155038 41.432343,140.155060 41.432415,140.155040 41.432500,140.154988 41.432628,140.154997 41.432708,140.155032 41.432787,140.155162 41.432893,140.155205 41.432948,140.155210 41.433042,140.155182 41.433193,140.155183 41.433274,140.155233 41.433324,140.155530 41.433505,140.155598 41.433554,140.155613 41.433577,140.155613 41.433638,140.155595 41.433685,140.155558 41.433743,140.155433 41.433818,140.155405 41.433865,140.155395 41.433928,140.155413 41.434009,140.155465 41.434068,140.155540 41.434131,140.155700 41.434196,140.155872 41.434251,140.155932 41.434295,140.155999 41.434404,140.156026 41.434527,140.156033 41.434615,140.156018 41.434690,140.155997 41.434794,140.156015 41.434899,140.156054 41.434969,140.156119 41.435026,140.156239 41.435110,140.156390 41.435229,140.156436 41.435304,140.156447 41.435383,140.156441 41.435438,140.156408 41.435504,140.156355 41.435577,140.156334 41.435624,140.156334 41.435671,140.156353 41.435718,140.156416 41.435787,140.156572 41.435923,140.156702 41.435985,140.156873 41.435985,140.157167 41.435886,140.157235 41.435865,140.157338 41.435849,140.157411 41.435853,140.157502 41.435885,140.157610 41.435967,140.157687 41.436076,140.157775 41.436277,140.157769 41.436643,140.157769 41.436643,140.157767 41.436743,140.157745 41.436807,140.157633 41.436933,140.157587 41.436995,140.157573 41.437079,140.157598 41.437173,140.157681 41.437500,140.157691 41.437553,140.157686 41.437599,140.157653 41.437621,140.157601 41.437638,140.157538 41.437636,140.157465 41.437606,140.157310 41.437503,140.157204 41.437433,140.157028 41.437306,140.156897 41.437162,140.156823 41.437083,140.156736 41.437026,140.156644 41.436977,140.156519 41.436910,140.156477 41.436878,140.156432 41.436812,140.156405 41.436738,140.156343 41.436665,140.156283 41.436621,140.156207 41.436594,140.156130 41.436580,140.156060 41.436546,140.156010 41.436508,140.155984 41.436468,140.155972 41.436404,140.155929 41.436349,140.155868 41.436314,140.155665 41.436278,140.155286 41.436278,140.155243 41.436268,140.155209 41.436246,140.155178 41.436204,140.155169 41.436156,140.155177 41.436110,140.155196 41.436079,140.155269 41.436019,140.155437 41.435959,140.155518 41.435913,140.155564 41.435885,140.155592 41.435842,140.155594 41.435773,140.155561 41.435699,140.155437 41.435537,140.155344 41.435456,140.155239 41.435408,140.155114 41.435371,140.154850 41.435335,140.154432 41.435240,140.154392 41.435221,140.154373 41.435188,140.154363 41.435140,140.154378 41.435094,140.154452 41.435037,140.154618 41.434959,140.154892 41.434873,140.154978 41.434823,140.155052 41.434768,140.155119 41.434711,140.155148 41.434660,140.155149 41.434606,140.155123 41.434541,140.155067 41.434493,140.154972 41.434441,140.154842 41.434419,140.154787 41.434394,140.154740 41.434369,140.154732 41.434319,140.154742 41.434244,140.154747 41.434094,140.154713 41.434052,140.154655 41.434022,140.154262 41.434023,140.154173 41.434005,140.154097 41.433968,140.154065 41.433923,140.154037 41.433826,140.154017 41.433776,140.153953 41.433747,140.153862 41.433780,140.153797 41.433797,140.153723 41.433782,140.153672 41.433744,140.153623 41.433663,140.153598 41.433543,140.153563 41.433365,140.153525 41.433255,140.153480 41.433172,140.153410 41.433028,140.153410 41.433028,140.153408 41.433024,140.153394 41.432895,140.153352 41.432793,140.153238 41.432667,140.153090 41.432585,140.152903 41.432530,140.152629 41.432482,140.152411 41.432425,140.152235 41.432315,140.151643 41.431925,140.150580 41.431288,140.149012 41.430227,140.147769 41.429354,140.147749 41.429322,140.147758 41.429288,140.147854 41.429199,140.148391 41.428788,140.148507 41.428614,140.148593 41.428307,140.148709 41.427939,140.148934 41.427302,140.149324 41.426730,140.149324 41.426730,140.149157 41.426666,140.149066 41.426658,140.148959 41.426672,140.148886 41.426692,140.148597 41.426839,140.148390 41.426953,140.148213 41.427078,140.148109 41.427140,140.148041 41.427158,140.147986 41.427169,140.147942 41.427197,140.147908 41.427237,140.147908 41.427237,140.147993 41.427064,140.148007 41.427009,140.148007 41.426975,140.147993 41.426941,140.147993 41.426941,140.148202 41.426763,140.148273 41.426702,140.149083 41.426058,140.149354 41.425883,140.149633 41.425740,140.149934 41.425630,140.150515 41.425477,140.151044 41.425344,140.151339 41.425296,140.151671 41.425276,140.152025 41.425286,140.152923 41.425429,140.153224 41.425475,140.153551 41.425497,140.153819 41.425491,140.153819 41.425491,140.153944 41.425479,140.154027 41.425467)
16	ìπòHã¥	üCÇÃâ∫ã¥ÅiâEï‡ìπÅj	(À¬…º¿ ﬁº(–∑ﬁŒƒﬁ≥)		çë	ñkäCìπäJî≠ã«	îüäŸäJî≠åöê›ïî	ñkäCìπ	èºëOí¨	41.42554	140.15405	1980	15.5	2.5	2018îNìx		ë[íuïsóv	1	140.15403923	41.42546505	8.37317	4177.19112	LINESTRING(140.154039 41.425465,140.154082 41.425459,140.154082 41.425459,140.154193 41.425437,140.154193 41.425437,140.154234 41.425576,140.154241 41.425766,140.154278 41.425912,140.154407 41.426055,140.154479 41.426104,140.154529 41.426144,140.154752 41.426319,140.155014 41.426520,140.155229 41.426663,140.155295 41.426736,140.155358 41.426937,140.155385 41.427148,140.155387 41.427481,140.155430 41.427783,140.155540 41.428090,140.155540 41.428090,140.155570 41.428182,140.155579 41.428357,140.155534 41.428515,140.155457 41.428673,140.155322 41.428855,140.155221 41.429018,140.155180 41.429121,140.155152 41.429222,140.155105 41.429394,140.155033 41.429555,140.154992 41.429614,140.154926 41.429682,140.154871 41.429726,140.154871 41.429726,140.154840 41.429751,140.154790 41.429810,140.154718 41.429918,140.154692 41.430006,140.154692 41.430075,140.154725 41.430124,140.154806 41.430184,140.154887 41.430265,140.154997 41.430418,140.155030 41.430520,140.155033 41.430640,140.154993 41.430746,140.154927 41.430805,140.154735 41.430926,140.154657 41.431000,140.154632 41.431065,140.154640 41.431130,140.154708 41.431215,140.154815 41.431323,140.154877 41.431388,140.154887 41.431475,140.154927 41.431653,140.154932 41.431855,140.154832 41.432020,140.154820 41.432070,140.154830 41.432143,140.154885 41.432212,140.154985 41.432290,140.155038 41.432343,140.155060 41.432415,140.155040 41.432500,140.154988 41.432628,140.154997 41.432708,140.155032 41.432787,140.155162 41.432893,140.155205 41.432948,140.155210 41.433042,140.155182 41.433193,140.155183 41.433274,140.155233 41.433324,140.155530 41.433505,140.155598 41.433554,140.155613 41.433577,140.155613 41.433638,140.155595 41.433685,140.155558 41.433743,140.155433 41.433818,140.155405 41.433865,140.155395 41.433928,140.155413 41.434009,140.155465 41.434068,140.155540 41.434131,140.155700 41.434196,140.155872 41.434251,140.155932 41.434295,140.155999 41.434404,140.156026 41.434527,140.156033 41.434615,140.156018 41.434690,140.155997 41.434794,140.156015 41.434899,140.156054 41.434969,140.156119 41.435026,140.156239 41.435110,140.156390 41.435229,140.156436 41.435304,140.156447 41.435383,140.156441 41.435438,140.156408 41.435504,140.156355 41.435577,140.156334 41.435624,140.156334 41.435671,140.156353 41.435718,140.156416 41.435787,140.156572 41.435923,140.156702 41.435985,140.156873 41.435985,140.157167 41.435886,140.157235 41.435865,140.157338 41.435849,140.157411 41.435853,140.157502 41.435885,140.157610 41.435967,140.157687 41.436076,140.157775 41.436277,140.157769 41.436643,140.157769 41.436643,140.157767 41.436743,140.157745 41.436807,140.157633 41.436933,140.157587 41.436995,140.157573 41.437079,140.157598 41.437173,140.157681 41.437500,140.157691 41.437553,140.157686 41.437599,140.157653 41.437621,140.157601 41.437638,140.157538 41.437636,140.157465 41.437606,140.157310 41.437503,140.157204 41.437433,140.157028 41.437306,140.156897 41.437162,140.156823 41.437083,140.156736 41.437026,140.156644 41.436977,140.156519 41.436910,140.156477 41.436878,140.156432 41.436812,140.156405 41.436738,140.156343 41.436665,140.156283 41.436621,140.156207 41.436594,140.156130 41.436580,140.156060 41.436546,140.156010 41.436508,140.155984 41.436468,140.155972 41.436404,140.155929 41.436349,140.155868 41.436314,140.155665 41.436278,140.155286 41.436278,140.155243 41.436268,140.155209 41.436246,140.155178 41.436204,140.155169 41.436156,140.155177 41.436110,140.155196 41.436079,140.155269 41.436019,140.155437 41.435959,140.155518 41.435913,140.155564 41.435885,140.155592 41.435842,140.155594 41.435773,140.155561 41.435699,140.155437 41.435537,140.155344 41.435456,140.155239 41.435408,140.155114 41.435371,140.154850 41.435335,140.154432 41.435240,140.154392 41.435221,140.154373 41.435188,140.154363 41.435140,140.154378 41.435094,140.154452 41.435037,140.154618 41.434959,140.154892 41.434873,140.154978 41.434823,140.155052 41.434768,140.155119 41.434711,140.155148 41.434660,140.155149 41.434606,140.155123 41.434541,140.155067 41.434493,140.154972 41.434441,140.154842 41.434419,140.154787 41.434394,140.154740 41.434369,140.154732 41.434319,140.154742 41.434244,140.154747 41.434094,140.154713 41.434052,140.154655 41.434022,140.154262 41.434023,140.154173 41.434005,140.154097 41.433968,140.154065 41.433923,140.154037 41.433826,140.154017 41.433776,140.153953 41.433747,140.153862 41.433780,140.153797 41.433797,140.153723 41.433782,140.153672 41.433744,140.153623 41.433663,140.153598 41.433543,140.153563 41.433365,140.153525 41.433255,140.153480 41.433172,140.153410 41.433028,140.153410 41.433028,140.153408 41.433024,140.153394 41.432895,140.153352 41.432793,140.153238 41.432667,140.153090 41.432585,140.152903 41.432530,140.152629 41.432482,140.152411 41.432425,140.152235 41.432315,140.151643 41.431925,140.150580 41.431288,140.149012 41.430227,140.147769 41.429354,140.147749 41.429322,140.147758 41.429288,140.147854 41.429199,140.148391 41.428788,140.148507 41.428614,140.148593 41.428307,140.148709 41.427939,140.148934 41.427302,140.149324 41.426730,140.149324 41.426730,140.149157 41.426666,140.149066 41.426658,140.148959 41.426672,140.148886 41.426692,140.148597 41.426839,140.148390 41.426953,140.148213 41.427078,140.148109 41.427140,140.148041 41.427158,140.147986 41.427169,140.147942 41.427197,140.147908 41.427237,140.147908 41.427237,140.147993 41.427064,140.148007 41.427009,140.148007 41.426975,140.147993 41.426941,140.147993 41.426941,140.148202 41.426763,140.148273 41.426702,140.149083 41.426058,140.149354 41.425883,140.149633 41.425740,140.149934 41.425630,140.150515 41.425477,140.151044 41.425344,140.151339 41.425296,140.151671 41.425276,140.152025 41.425286,140.152923 41.425429,140.153224 41.425475,140.153551 41.425497,140.153819 41.425491,140.153819 41.425491,140.153944 41.425479,140.154039 41.425465)
17	ìπòHã¥	ìÇí√ì‡ã¥	(∂◊¬≈≤ ﬁº)		çë	ñkäCìπäJî≠ã«	îüäŸäJî≠åöê›ïî	ñkäCìπ	èºëOí¨	41.42615	140.10258	1979	125.1	13.5	2017îNìx		ë[íuñ¢íÖéË	1	140.10257973	41.4261373	1.41056	787.97927	LINESTRING(140.102580 41.426137,140.103893 41.426110,140.103893 41.426110,140.104647 41.426105,140.104844 41.426115,140.105208 41.426155,140.105208 41.426155,140.105432 41.426193,140.105637 41.426242,140.105790 41.426283,140.105790 41.426283,140.105563 41.426336,140.105392 41.426344,140.105369 41.426396,140.105369 41.426513,140.105369 41.426513,140.105183 41.426509,140.104915 41.426547,140.104669 41.426596,140.104353 41.426681,140.104210 41.426731,140.104210 41.426731,140.104137 41.426756,140.103900 41.426830,140.103032 41.427011,140.102965 41.427023,140.102965 41.427023,140.102873 41.427021,140.102873 41.427021,140.102822 41.427007,140.102264 41.426766,140.101686 41.426529,140.101391 41.426450,140.100905 41.426352,140.100734 41.426297,140.100734 41.426297,140.100832 41.426064,140.100832 41.426064,140.101126 41.426115,140.101367 41.426138,140.101587 41.426144,140.101831 41.426149,140.102366 41.426142,140.102366 41.426142,140.102580 41.426137)
18	ìπòHã¥	èºèÈã¥	(œ¬º€ ﬁº)		çë	ñkäCìπäJî≠ã«	îüäŸäJî≠åöê›ïî	ñkäCìπ	èºëOí¨	41.42718	140.10837	1979	120.0	13.5	2018îNìx		ë[íuñ¢íÖéË	1	140.10836849	41.42718429	0.49255	742.14585	LINESTRING(140.108368 41.427184,140.109078 41.427435,140.109078 41.427435,140.109455 41.427582,140.109455 41.427582,140.109309 41.427893,140.109216 41.428072,140.109216 41.428072,140.109045 41.427984,140.108839 41.427947,140.108520 41.427930,140.108421 41.427959,140.108270 41.427979,140.108270 41.427979,140.108029 41.427982,140.107625 41.427796,140.107625 41.427796,140.107561 41.427763,140.107561 41.427763,140.107537 41.427752,140.107537 41.427752,140.107655 41.427633,140.107691 41.427594,140.107691 41.427532,140.107537 41.427336,140.107420 41.427233,140.106572 41.426857,140.106572 41.426857,140.106100 41.426656,140.105754 41.426556,140.105492 41.426519,140.105369 41.426513,140.105369 41.426513,140.105369 41.426396,140.105392 41.426344,140.105563 41.426336,140.105790 41.426283,140.105790 41.426283,140.105822 41.426292,140.105822 41.426292,140.106283 41.426435,140.106728 41.426593,140.106728 41.426593,140.107303 41.426805,140.107660 41.426934,140.107660 41.426934,140.108368 41.427184)
19	ìπòHã¥	ìÇí√ì‡ã¥	(∂◊¬≈≤ ﬁº)		ìsìπï{åß	ñkäCìπ	îüäŸåöê›ä«óùïî	ñkäCìπ	èºëOí¨	41.42732	140.10288	1948	8.0	7.7	2019îNìx		ë[íuíÖéËçœÇ›	1	140.10287983	41.42732527	0.58503	636.91167	LINESTRING(140.102880 41.427325,140.102938 41.427327,140.102938 41.427327,140.102990 41.427325,140.103381 41.427255,140.103381 41.427255,140.103635 41.428075,140.103635 41.428075,140.103654 41.428175,140.103654 41.428175,140.103207 41.427995,140.102892 41.427903,140.102892 41.427903,140.102487 41.427819,140.101915 41.427729,140.101915 41.427729,140.101034 41.427599,140.100707 41.427544,140.100707 41.427544,140.100801 41.427209,140.100801 41.427209,140.101039 41.427237,140.101039 41.427237,140.101253 41.427257,140.101344 41.427275,140.101453 41.427319,140.101669 41.427424,140.101790 41.427450,140.101867 41.427440,140.101867 41.427440,140.101938 41.427410,140.101980 41.427367,140.102241 41.427120,140.102241 41.427120,140.102527 41.427251,140.102695 41.427305,140.102695 41.427305,140.102812 41.427323,140.102812 41.427323,140.102880 41.427325)
20	ìπòHã¥	é¨å©ã¥	(ºµ– ﬁº)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.42733	140.10285	1997	6.8	3.4	2019îNìx		ë[íuïsóv	1	140.10285018	41.42732432	0.63048	638.11167	LINESTRING(140.102850 41.427324,140.102938 41.427327,140.102938 41.427327,140.102990 41.427325,140.103381 41.427255,140.103381 41.427255,140.103635 41.428075,140.103635 41.428075,140.103654 41.428175,140.103654 41.428175,140.103207 41.427995,140.102892 41.427903,140.102892 41.427903,140.102487 41.427819,140.101915 41.427729,140.101915 41.427729,140.101034 41.427599,140.100707 41.427544,140.100707 41.427544,140.100801 41.427209,140.100801 41.427209,140.101039 41.427237,140.101039 41.427237,140.101253 41.427257,140.101344 41.427275,140.101453 41.427319,140.101669 41.427424,140.101790 41.427450,140.101867 41.427440,140.101867 41.427440,140.101938 41.427410,140.101980 41.427367,140.102241 41.427120,140.102241 41.427120,140.102527 41.427251,140.102695 41.427305,140.102695 41.427305,140.102812 41.427323,140.102812 41.427323,140.102850 41.427324)
21	ìπòHã¥	êVìÇí√ì‡ëÚã¥	(º›∂◊¬≈≤ª‹ ﬁº)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.42774	140.10187	1996	60.0	10.0	2019îNìx		ë[íuñ¢íÖéË	1	140.10187253	41.42772295	1.90529	584.91167	LINESTRING(140.101873 41.427723,140.101915 41.427729,140.101915 41.427729,140.102487 41.427819,140.102892 41.427903,140.102892 41.427903,140.103207 41.427995,140.103654 41.428175,140.103654 41.428175,140.103635 41.428075,140.103635 41.428075,140.103381 41.427255,140.103381 41.427255,140.102990 41.427325,140.102938 41.427327,140.102938 41.427327,140.102812 41.427323,140.102812 41.427323,140.102695 41.427305,140.102695 41.427305,140.102527 41.427251,140.102241 41.427120,140.102241 41.427120,140.101980 41.427367,140.101938 41.427410,140.101867 41.427440,140.101867 41.427440,140.101790 41.427450,140.101669 41.427424,140.101453 41.427319,140.101344 41.427275,140.101253 41.427257,140.101039 41.427237,140.101039 41.427237,140.100801 41.427209,140.100801 41.427209,140.100707 41.427544,140.100707 41.427544,140.101034 41.427599,140.101873 41.427723)
22	ìπòHã¥	â´å©ã¥	(µ∑– ﬁº)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.42776	140.10759	1986	6.5	5.0	2019îNìx		ë[íuïsóv	1	140.10758248	41.42777441	1.71994	225.61077	LINESTRING(140.107582 41.427774,140.107561 41.427763,140.107561 41.427763,140.107537 41.427752,140.107537 41.427752,140.107422 41.427842,140.107220 41.427899,140.107220 41.427899,140.107283 41.427970,140.107283 41.427970,140.107355 41.428053,140.107355 41.428053,140.107399 41.428081,140.107399 41.428081,140.107512 41.428145,140.107697 41.428204,140.107902 41.428242,140.108205 41.428284,140.108205 41.428284,140.108270 41.427979,140.108270 41.427979,140.108029 41.427982,140.107625 41.427796,140.107625 41.427796,140.107582 41.427774)
23	ìπòHã¥	î’ç™ã¥	(≤‹» ﬁº)		ìsìπï{åß	ñkäCìπ	îüäŸåöê›ä«óùïî	ñkäCìπ	èºëOí¨	41.42794	140.10725	2004	12.5	15.0	2017îNìx		ë[íuïsóv	1	140.10725325	41.42793711	0.42094	219.61077	LINESTRING(140.107253 41.427937,140.107283 41.427970,140.107283 41.427970,140.107355 41.428053,140.107355 41.428053,140.107399 41.428081,140.107399 41.428081,140.107512 41.428145,140.107697 41.428204,140.107902 41.428242,140.108205 41.428284,140.108205 41.428284,140.108270 41.427979,140.108270 41.427979,140.108029 41.427982,140.107625 41.427796,140.107625 41.427796,140.107561 41.427763,140.107561 41.427763,140.107537 41.427752,140.107537 41.427752,140.107422 41.427842,140.107220 41.427899,140.107220 41.427899,140.107253 41.427937)
24	ìπòHã¥	èºëOã¥	(œ¬œ¥ ﬁº)		çë	ñkäCìπäJî≠ã«	îüäŸäJî≠åöê›ïî	ñkäCìπ	èºëOí¨	41.42806	140.11083	1976	20.7	16.0	2017îNìx		ë[íuïsóv	1	140.11083378	41.42802098	4.34484	374.15721	LINESTRING(140.110834 41.428021,140.111060 41.428043,140.111257 41.428037,140.111507 41.428000,140.111507 41.428000,140.111641 41.428329,140.111641 41.428329,140.110785 41.428565,140.110785 41.428565,140.110619 41.428620,140.110619 41.428620,140.110587 41.428633,140.110587 41.428633,140.110459 41.428661,140.110459 41.428661,140.110291 41.428612,140.109994 41.428467,140.109749 41.428336,140.109749 41.428336,140.109994 41.427991,140.110043 41.427973,140.110146 41.427969,140.110176 41.427955,140.110242 41.427857,140.110242 41.427857,140.110566 41.427967,140.110566 41.427967,140.110829 41.428021,140.110829 41.428021,140.110834 41.428021)
25	ìπòHã¥	í äwã¥	(¬≥∂ﬁ∏ ﬁº)		ésãÊí¨ë∫	èºëOí¨	èºëOí¨	ñkäCìπ	èºëOí¨	41.42807	140.10249	1972	4.7	3.0	2019îNìx		ë[íuïsóv	1	140.10235765	41.42806934	11.06311	1037.75143	LINESTRING(140.102358 41.428069,140.102358 41.427939,140.102519 41.427589,140.102519 41.427589,140.102466 41.427585,140.102375 41.427566,140.102173 41.427504,140.102112 41.427498,140.102050 41.427504,140.101994 41.427498,140.101937 41.427476,140.101867 41.427440,140.101867 41.427440,140.101790 41.427450,140.101669 41.427424,140.101453 41.427319,140.101344 41.427275,140.101253 41.427257,140.101039 41.427237,140.101039 41.427237,140.100801 41.427209,140.100801 41.427209,140.100707 41.427544,140.100707 41.427544,140.100406 41.427494,140.098716 41.427192,140.098716 41.427192,140.098682 41.427319,140.098654 41.427363,140.098587 41.427404,140.098412 41.427472,140.098295 41.427518,140.098295 41.427518,140.098336 41.427578,140.098340 41.427659,140.098323 41.427759,140.098250 41.428017,140.098030 41.428523,140.098030 41.428523,140.098318 41.428585,140.099466 41.428846,140.099466 41.428846,140.100003 41.428973,140.100003 41.428973,140.100489 41.429087,140.100489 41.429087,140.100535 41.429081,140.100600 41.429047,140.100801 41.428916,140.101252 41.428476,140.101335 41.428437,140.101567 41.428431,140.101739 41.428496,140.101855 41.428604,140.101899 41.428631,140.101960 41.428647,140.101960 41.428647,140.102108 41.428541,140.102226 41.428436,140.102311 41.428321,140.102357 41.428160,140.102358 41.428069)
